12.9.,Sklizeň hroznů - Ryzlink rýnský (Morava)
13.9.,Vinobraní pokračuje
14.9.,Sklizeň jablek - hlavní sezóna
15.9.,Odlet rorýsů
16.9.,Sklizeň jablek - Jonagold
17.9.,Sklizeň hrušek - Lucasova
18.9.,Sklizeň ořechů vlašských
19.9.,Sklizeň hroznů - Chardonnay (Morava)
20.9.,Sklizeň jablek - Rubín
21.9.,Sklizeň hroznů - červené odrůdy (Morava) - Rosh Hashanah (žid. Nový rok)
22.9.,Podzimní rovnodennost - den a noc stejně dlouhé
23.9.,Začátek astronomického podzimu
24.9.,Sklizeň jablek - Golden Delicious
25.9.,Sklizeň dýní hokkaido
26.9.,Sklizeň hroznů - Frankovka (Morava)
27.9.,Vysadit cibuloviny pro jaro
28.9.,Sklizeň hrušek - Konference pokračuje
29.9.,Sklizeň hrušek - Pastornice
30.9.,Odlet posledních vlaštovek - Yom Kippur (Den smíření - žid.)
1.10.,Sklizeň pozdních jablek - Idared
2.10.,Sklizeň jablek - Gloster
3.10.,Sklizeń dýní na Hallowen
4.10.,Sklizeň jablek - Topaz
5.10.,Začínají padat kaštany
6.10.,Sklizeň hroznů - pozdní sběr (Morava)
7.10.,Odlet čápů
8.10.,Draconidy (meteorický roj)
9.10.,Sklizeň jablek - Šampion
10.10.,Vysadit tulipány
11.10.,Sklizeň jablek - Florina
12.10.,Sklizeň hrušek - zimní odrůdy
13.10.,Začínají se barvit listý
14.10.,Sklizeň paprik - konec sezóny
15.10.,Možné první přízemní mrazíky
16.10.,Sklizeň posledních rajčat
17.10.,Sklizeň hrušek - zimní
18.10.,Sklizeň kiwi
19.10.,Sklizeň jablek pokračuje
20.10.,Podzimní barvy vrcholí
21.10.,Orionidy (meteorický roj - maximum)
22.10.,
23.10.,Uklidit citlivé rostliny dovnitř
24.10.,
25.10.,Vysadit česnek ozimý
26.10.,
27.10.,Konec letního času - zimní čas začíná
28.10.,Sklizeń pozdní zeleniny
29.10.,
30.10.,Listí z listnatých stromů opadává
31.10.,Uklidit zahradu před zimou
1.11.,Chránit citlivé rostliny před mrazem
2.11.,
3.11.,
4.11.,
5.11.,Tauridy (meteorický roj - začátek)
6.11.,
7.11.,Poslední sklizeň zeleniny
8.11.,
9.11.,
10.11.,
11.11.,První sníh (pravděpodobný)
12.11.,Tauridy (meteorický roj - maximum)
13.11.,
14.11.,Uklidit poslední listí
15.11.,
16.11.,
17.11.,Leonidy (meteorický roj - začátek)
18.11.,Leonidy (meteorický roj - maximum)
19.11.,
20.11.,
21.11.,
22.11.,
23.11.,Ošetřit ovocné stromy
24.11.,
25.11.,
26.11.,
27.11.,
28.11.,
29.11.,První adventní neděle
30.11.,Příprava na zimu dokončena
1.12.,Ochrana stromů před zvěří
2.12.,
3.12.,
4.12.,Kontrola zimního úkrytu rostlin
5.12.,
6.12.,Druhá adventní neděle
7.12.,
8.12.,
9.12.,
10.12.,Krmit ptáky - začíná zima - Chanuka začíná (žid.)
11.12.,
12.12.,
13.12.,Geminidy (meteorický roj - začátek) - Třetí adventní neděle
14.12.,Geminidy (meteorický roj - maximum)
15.12.,Geminidy (meteorický roj) - stále aktivní
16.12.,
17.12.,
18.12.,Chanuka končí (žid.)
19.12.,
20.12.,Čtvrtá adventní neděle
21.12.,Zimní slunovrat - nejkratší den v roce
22.12.,Začátek astronomické zimy
23.12.,Ursidy (meteorický roj - maximum) - Vánoční prázdniny začínají
24.12.,Dny se začínají prodlužovat
25.12.,
26.12.,Pokračování svátků
27.12.,
28.12.,
29.12.,
30.12.,Plánování zahrady na příští rok
31.12.,Bilancování zahradnického roku

